Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
18468	-961.3315	-1028.759	67.42789	0.00646587	0.00538211	0.0383204	0.0142351	0.0529617	0.00946765	0.0108279	0.0611687	0.000931216	0.028784	0.0457673	0.0101391	0.00654266	0.0175798	0.00327101	0.032914	0.00899398	0.0106217	0.00541775	0.0346554	0.0283436	0.0612999	0.00329965	0.0736108	0.00623241	0.0222046	0.0495248	0.0368219	0.00970546	0.0180305	0.0211652	0.158906	0.144324	0.0905912	0.196528	0.00120896	0.0839018	0.0752375	0.00400343	0.226219	0.0874476	0.0152424	0.0721773	0.0332957	0.049099	0.0390133	0.0296892	0.0100864	0.0181526	0.698534	1.56525	0.481367	0.700072	0.894721	1.11767	1.42842	2.07742	0.5286542	0.836769	0.0031239	0.00260029	0.018514	0.00687751	0.0255877	0.00457416	0.00523135	0.0295528	0.000449904	0.0139066	0.0221118	0.00489855	0.00316099	0.00849342	0.00158034	0.0159019	0.00434532	0.00513172	0.00261751	0.0167433	0.0136938	0.0296162	0.00159418	0.035564	0.0030111	0.0107279	0.0239272	0.01779	0.00468906	0.00871117	0.0102257	0.0767734	0.0697281	0.0437679	0.0949498	0.00058409	0.040536	0.0363499	0.0019342	0.109295	0.0422491	0.00736417	0.0348715	0.0160863	0.0237215	0.0188487	0.0143439	0.0048731	0.00877017	0.95584	0.0441598	0.9558402	2.06981
18504	-963.2183	-1029.29	66.07216	0.0070701	0.0364737	0.00964943	0.00700827	0.017825	0.00359068	0.0025733	0.0946701	0.010282	0.0792818	0.0334968	0.00834812	0.0015598	0.074338	0.00667023	0.0243988	0.00298115	0.0534331	0.00128063	0.0398573	0.0519891	0.0410848	0.00467329	0.124117	0.0053144	0.0412746	0.0242477	0.0511446	0.0536645	0.0346871	0.0543295	0.173549	0.190654	0.0800158	0.246095	0.00622795	0.147543	0.10888	0.0135435	0.289973	0.129838	0.0237973	0.0807097	0.145662	0.03576	0.0267722	0.0956748	0.0289197	0.0131201	0.851082	1.27922	0.695943	0.837959	0.946339	1.0567	1.19338	1.4369	0.262103	1.247461	0.00249118	0.0128517	0.00340002	0.0024694	0.00628073	0.00126519	0.000906713	0.0333574	0.00362292	0.0279353	0.0118028	0.0029415	0.000549602	0.0261933	0.00235029	0.00859704	0.00105042	0.0188274	0.000451237	0.0140439	0.0183186	0.0144764	0.00164665	0.0437333	0.00187255	0.0145433	0.0085438	0.018021	0.0189089	0.0122221	0.0191432	0.0611508	0.0671778	0.0281939	0.0867126	0.00219445	0.0519875	0.0383645	0.0047721	0.102173	0.0457489	0.00838508	0.0284384	0.0513247	0.0126002	0.00943329	0.0337114	0.01019	0.00462293	0.930787	0.0692126	0.9307874	2.83805
18540	-959.9638	-1028.136	68.17231	0.0060586	0.00332379	0.0101745	0.0122221	0.0186098	0.009894	0.00413437	0.0619944	0.000774704	0.0426611	0.0334615	0.00475441	6.30602e-05	0.00264012	0.00117194	0.00559491	0.00271086	0.017008	0.00313516	0.0165696	0.00664364	0.0216053	0.000703997	0.0129396	0.00889923	0.0171417	0.0116748	0.0186867	0.00686813	0.0010601	0.0249142	0.068702	0.0406413	0.0652447	0.097524	0.00347575	0.0590849	0.0198518	0.00612627	0.152104	0.0404545	0.00919335	0.0353485	0.0328563	0.0200548	0.0138188	0.036197	0.00772586	0.00295017	0.76407	1.44237	0.278302	0.535906	0.823153	1.21484	1.866	3.59322	0.924841	0.9932483	0.00551058	0.00302314	0.00925422	0.0111166	0.0169265	0.00899906	0.0037604	0.0563868	0.000704629	0.0388022	0.0304348	0.00432436	5.73562e-05	0.00240131	0.00106594	0.00508884	0.00246565	0.0154695	0.00285158	0.0150708	0.0060427	0.019651	0.000640318	0.0117692	0.00809427	0.0155911	0.0106187	0.0169964	0.00624689	0.000964208	0.0226607	0.0624877	0.0369652	0.0593431	0.0887027	0.00316135	0.0537404	0.0180561	0.00557213	0.138346	0.0367953	0.00836178	0.0321511	0.0298843	0.0182408	0.0125688	0.0329229	0.00702703	0.00268332	0.982356	0.0176444	0.9823556	1.099449
18576	-953.9215	-1020.503	66.58111	0.00633757	0.0149345	0.0107767	0.0122055	0.0513669	0.0219655	0.0069318	0.103832	0.00213119	0.035025	0.0477893	0.0230558	0.00410704	0.00527538	0.010505	0.00221027	0.00398474	0.00995589	0.00388274	0.0453477	0.0081195	0.0251522	0.0172237	0.0145526	0.00865736	0.0227799	0.100773	0.0275573	0.153995	0.0995807	0.124612	0.0240271	0.00248599	0.109359	0.107838	0.0149417	0.0160744	0.10406	0.0951679	0.377809	0.0420374	0.00880902	0.0829536	0.0120184	0.0870953	0.0363734	0.0400195	0.0903138	0.110618	0.838215	1.30335	0.48823	0.704922	0.89665	1.11526	1.4186	2.04822	0.5184181	1.205859	0.00265545	0.00625759	0.00451547	0.00511413	0.0215228	0.0092036	0.00290444	0.0435058	0.00089297	0.0146755	0.0200238	0.0096604	0.00172086	0.00221039	0.00440161	0.000926108	0.00166961	0.00417153	0.00162687	0.0190007	0.00340208	0.0105388	0.00721676	0.00609755	0.00362745	0.00954481	0.042224	0.0115466	0.0645243	0.0417245	0.0522127	0.0100674	0.00104163	0.0458217	0.0451843	0.0062606	0.0067352	0.0436013	0.0398755	0.158303	0.0176137	0.00369099	0.0347577	0.00503573	0.036493	0.0152405	0.0167682	0.0378416	0.0463493	0.982247	0.017753	0.982247	2.386627
18612	-962.9383	-1030.68	67.74176	0.0249162	0.00127889	0.00581182	0.000518916	0.0244856	0.00101063	0.00251697	0.0909339	0.00833323	0.0152989	0.0266018	0.0170358	0.00135752	0.00972347	0.0145789	0.00656369	0.00120223	0.00889816	0.000710278	0.0389425	0.0167409	0.000843968	0.0227615	0.0304968	0.00391728	0.0132661	0.0297877	0.00679947	0.0883606	0.0489731	0.047269	0.0138493	0.0024844	0.0396695	0.0698215	0.00444335	0.00641756	0.0518997	0.0253012	0.141243	0.0165093	0.00322287	0.111581	0.0203602	0.0227632	0.0210283	0.0152222	0.0268144	0.0575025	0.822962	1.33195	0.246046	0.504658	0.807868	1.23783	1.98154	4.06428	1.013914	1.158495	0.0197737	0.00101494	0.0046123	0.000411816	0.0194319	0.000802046	0.00199748	0.0721658	0.00661331	0.0121413	0.0211114	0.0135198	0.00107733	0.00771661	0.0115699	0.00520899	0.0009541	0.00706165	0.000563682	0.0309051	0.0132857	0.000669779	0.0180637	0.0242025	0.00310878	0.0105281	0.0236397	0.00539611	0.0701236	0.0388654	0.037513	0.0109909	0.00197164	0.031482	0.0554108	0.00352627	0.00509302	0.041188	0.0200792	0.112091	0.0131019	0.00255769	0.0885518	0.016158	0.0180651	0.0166882	0.0120804	0.0212801	0.0456344	0.909343	0.0906574	0.9093426	1.26007
18648	-960.2714	-1027.301	67.0291	0.0239989	0.000216876	0.00884219	0.00968588	0.0214624	0.0163217	0.00370376	0.103716	0.000770619	0.0196002	0.0218906	0.0126852	0.0122286	0.00517783	0.0116379	0.0409034	0.00402611	0.0281934	0.00320561	0.0205241	0.0353863	0.0018027	0.0328987	0.0410998	0.0119808	0.0135849	0.105305	0.0037398	0.176562	0.141152	0.020494	0.0335538	0.00375759	0.0483225	0.0745807	0.0177288	0.0156107	0.0654004	0.0337608	0.171972	0.0421434	0.0116053	0.107964	0.0211342	0.0919249	0.0233892	0.0330633	0.0889525	0.122264	0.896005	1.19499	0.458872	0.683922	0.888229	1.12584	1.46216	2.17925	0.5632583	1.405876	0.0122448	0.000110655	0.00451149	0.00494196	0.0109506	0.00832774	0.00188974	0.0529186	0.000393188	0.0100005	0.0111691	0.0064723	0.00623934	0.00264185	0.00593793	0.0208699	0.00205422	0.0143849	0.00163558	0.0104719	0.0180549	0.000919777	0.0167857	0.0209701	0.00611291	0.00693131	0.0537292	0.00190813	0.0900862	0.0720191	0.0104565	0.0171199	0.00191721	0.0246552	0.0380528	0.00904564	0.00796492	0.0333688	0.0172255	0.0877442	0.0215025	0.00592128	0.0550855	0.0107832	0.0469022	0.0119337	0.0168697	0.0453856	0.0623821	0.95699	0.0430099	0.9569901	1.959926
18684	-953.429	-1021.635	68.20574	0.00129354	9.19425e-05	0.00820388	0.00784239	0.0305939	0.0089657	0.00430984	0.0707723	4.71604e-05	0.0239645	0.0330399	0.00587253	0.000222657	0.0150376	0.00314266	0.0231	0.000280689	0.0054954	0.00116823	0.0226323	0.00450903	0.0137323	0.014039	0.0157822	0.000481827	0.0105526	0.0370451	0.0160962	0.0708526	0.0681216	0.0239892	0.0159628	0.000906466	0.0191265	0.0663727	0.0247913	0.00247861	0.0353001	0.0530738	0.101261	0.00878047	0.0121146	0.0827416	0.0153536	0.0334184	0.00454688	0.0331197	0.0391694	0.0747664	0.663305	1.6313	0.226415	0.484603	0.797712	1.25359	2.06355	4.41666	1.074035	0.7623957	0.00111075	7.89503e-05	0.0070446	0.00673419	0.0262707	0.00769877	0.00370082	0.0607715	4.04962e-05	0.0205781	0.0283711	0.00504269	0.000191193	0.0129127	0.00269857	0.0198358	0.000241026	0.00471885	0.00100315	0.0194341	0.00387187	0.0117918	0.0120551	0.013552	0.000413741	0.00906142	0.0318103	0.0138217	0.0608405	0.0584954	0.0205994	0.0137071	0.000778375	0.0164237	0.0569937	0.0212881	0.00212836	0.0303119	0.045574	0.0869518	0.00753971	0.0104027	0.0710495	0.013184	0.0286961	0.00390437	0.0284396	0.0336344	0.0642012	0.970313	0.0296869	0.9703131	1.164563
18720	-954.622	-1021.594	66.97192	0.00149571	0.018892	0.00146923	0.00617365	0.0174679	0.00269062	0.0236021	0.106895	0.0078567	0.0190387	0.0606277	0.00721154	0.00112585	0.0267463	0.0213228	0.0207742	0.00519382	0.0153751	8.24531e-06	0.037614	0.00829894	0.0521961	0.00492807	0.0386974	0.00267823	0.0216678	0.0451915	0.00164509	0.0507032	0.0117598	0.0970522	0.056985	0.0162747	0.279959	0.100357	0.121354	0.21646	0.096884	0.0005714	0.000921841	0.0177333	0.0735421	0.0225291	0.0562442	0.0438844	0.123168	0.116381	0.105211	0.0197903	0.824217	1.32959	0.536255	0.737928	0.909542	1.09945	1.35515	1.86478	0.4505769	1.162317	0.000678435	0.00856916	0.000666424	0.00280029	0.00792321	0.00122043	0.0107056	0.048486	0.0035637	0.0086357	0.0274999	0.00327106	0.000510672	0.0121318	0.00967175	0.00942292	0.00235585	0.00697396	3.73996e-06	0.0170612	0.00376429	0.0236755	0.00223531	0.0175527	0.00121481	0.00982822	0.0204983	0.00074619	0.0229983	0.00533411	0.0440216	0.0258477	0.00738198	0.126986	0.0455206	0.0550447	0.0981833	0.0439453	0.00025918	0.000418135	0.00804358	0.0333577	0.0102189	0.0255116	0.0199054	0.0558674	0.0527887	0.0477225	0.00897661	0.930209	0.0697913	0.9302087	2.204649
18756	-960.1075	-1026.81	66.70248	0.00680654	0.0176642	0.00403949	0.00356831	0.0404984	0.0110293	0.0121229	0.118995	0.0351842	0.035176	0.0393735	0.00690219	0.0124788	0.0020196	0.0118156	0.0194384	0.0154237	0.0241485	0.00592498	0.0900759	0.00773658	0.00855137	0.0201673	0.0160999	0.00594785	0.0169285	0.0436721	0.0283894	0.0463089	0.00815133	0.243595	0.0360632	0.0340666	0.370178	0.0524314	0.16491	0.175612	0.0669037	0.000366204	0.0108101	0.0131784	0.0660798	0.0249826	0.0255675	0.0276519	0.109073	0.149629	0.0620874	0.0252762	0.740125	1.48727	0.391186	0.63271	0.866921	1.15351	1.5805	2.55633	0.6786521	0.9330773	0.00286821	0.00744352	0.0017022	0.00150365	0.0170656	0.00464762	0.00510846	0.050143	0.0148263	0.0148228	0.0165916	0.00290851	0.00525845	0.00085104	0.00497898	0.00819113	0.0064994	0.0101759	0.00249672	0.037957	0.00326011	0.00360346	0.00849829	0.00678433	0.00250636	0.00713349	0.018403	0.011963	0.0195141	0.00343489	0.102648	0.0151967	0.0143553	0.155989	0.0220941	0.0694913	0.0740011	0.0281925	0.000154315	0.00455526	0.00555323	0.0278453	0.0105274	0.0107739	0.0116522	0.0459624	0.0630519	0.026163	0.0106511	0.977416	0.0225844	0.9774156	2.373101
18792	-958.7687	-1025.16	66.39121	0.0399982	0.0145735	0.00404471	0.0194079	0.0628914	0.0147695	0.0247756	0.131561	0.0124441	0.0886251	0.0347361	0.00843666	0.00140218	0.00727968	0.0109047	0.0189337	0.00773119	0.0102721	0.0272004	0.0327518	0.0306674	0.00331919	0.00550415	0.00989993	0.000509467	0.00829939	0.0356436	0.0309088	0.136846	0.116035	0.0850048	0.0978261	0.14455	0.0366472	0.0899722	0.00684512	0.116024	0.119298	0.0207714	0.363624	0.0244559	0.0196811	0.0789629	0.147642	0.0279142	0.0613953	0.0947433	0.0425338	0.00734629	0.842795	1.29476	0.530584	0.734111	0.908072	1.10123	1.36219	1.88472	0.4582644	1.220489	0.0157746	0.00574753	0.00159516	0.00765412	0.0248033	0.00582485	0.00977107	0.0518855	0.00490773	0.0349522	0.0136993	0.00332727	0.000552996	0.00287098	0.00430061	0.0074671	0.00304904	0.00405112	0.0107274	0.0129167	0.0120947	0.00130903	0.00217074	0.00390436	0.000200925	0.00327313	0.0140572	0.0121899	0.0539698	0.0457621	0.0335244	0.0385809	0.057008	0.014453	0.0354834	0.00269959	0.0457577	0.0470489	0.00819186	0.143407	0.00964497	0.00776187	0.0311416	0.0582275	0.0110089	0.0242132	0.0373651	0.0167746	0.00289725	0.910461	0.0895385	0.9104615	2.535611
18828	-957.7999	-1024.344	66.54407	0.00167855	0.00678445	0.00466144	0.0097274	0.0364527	0.013395	0.00299573	0.0964732	0.00504646	0.0428859	0.0477592	0.00116453	0.0044253	0.0313911	0.0213926	0.0346981	0.00318251	0.00913878	0.00852329	0.0580747	0.0544071	0.0306811	0.0256334	0.0314818	0.00800904	0.0193623	0.0422495	0.0233999	0.042547	0.00953963	0.140262	0.0509127	0.0827297	0.31795	0.113921	0.116412	0.141487	0.1165	0.0085665	0.00358704	0.0355799	0.171168	0.0699322	0.0419859	0.0424333	0.137139	0.135551	0.0238829	0.0228835	0.860896	1.26082	0.649606	0.810269	0.93647	1.06784	1.23416	1.53939	0.3119237	1.280262	0.000671406	0.00271373	0.00186454	0.00389089	0.0145808	0.00535791	0.00119827	0.0385886	0.00201855	0.017154	0.0191033	0.000465803	0.00177009	0.0125562	0.00855689	0.013879	0.00127298	0.00365544	0.00340925	0.0232295	0.0217625	0.0122722	0.0102532	0.0125925	0.00320356	0.0077448	0.0168995	0.00935977	0.0170185	0.00381578	0.0561037	0.0203647	0.0330913	0.127178	0.0455677	0.0465638	0.0565939	0.046599	0.00342654	0.00143479	0.0142317	0.068466	0.0279724	0.0167941	0.016973	0.0548547	0.0542196	0.00955297	0.00915322	0.950443	0.0495572	0.9504428	2.500046
18864	-953.8885	-1021.031	67.14232	0.000959332	0.00316637	0.0554192	0.0108112	0.0554817	0.0151074	0.0026896	0.108801	0.000243045	0.0191111	0.0412916	0.0145267	0.00473984	0.0378723	0.00952204	0.0348608	0.00514425	0.011086	0.00726741	0.0458804	0.020361	0.0321409	0.0219921	0.0224717	0.00142269	0.0167163	0.0157552	0.0207155	0.0177192	0.00588935	0.142918	0.0569751	0.0274623	0.183334	0.0906083	0.069001	0.102344	0.110222	0.0281806	0.00708468	0.00428182	0.131739	0.0123268	0.0296935	0.0667623	0.108502	0.124289	0.079952	0.107585	0.849753	1.28171	0.655203	0.813666	0.937693	1.06645	1.22901	1.52624	0.3057206	1.243092	0.000447778	0.00147794	0.0258675	0.00504626	0.0258967	0.00705156	0.0012554	0.0507839	0.000113444	0.00892032	0.0192733	0.00678047	0.00221237	0.0176773	0.00444451	0.0162716	0.00240113	0.0051745	0.00339214	0.0214152	0.00950371	0.0150021	0.010265	0.0104889	0.000664055	0.00780253	0.00735389	0.00966919	0.0082706	0.00274892	0.0667084	0.0265937	0.0128183	0.0855731	0.0422924	0.032207	0.04777	0.0514472	0.0131536	0.00330685	0.00199858	0.0614904	0.00575365	0.0138598	0.031162	0.0506446	0.058013	0.0373184	0.0502167	0.95158	0.0484204	0.9515796	2.142425
18900	-952.8517	-1019.449	66.59686	0.00285035	0.000861252	0.0185482	0.0171673	0.0525783	0.0103605	0.00981795	0.134527	0.000409682	0.0377102	0.0208615	0.00447813	0.00539767	0.00866318	0.00462789	0.00972358	0.00582055	0.0273754	0.013971	0.0590436	0.00990748	0.0397401	0.0582831	0.0321441	0.00112672	0.0187996	0.0538502	0.0202986	0.0546967	0.0146492	0.267848	0.0551337	0.0514676	0.328401	0.0933293	0.0427102	0.117583	0.0926274	0.00659176	0.00847922	0.0239775	0.145892	0.0392348	0.0445849	0.0299639	0.158155	0.208776	0.0732714	0.0489278	0.811084	1.35422	0.698686	0.839568	0.946906	1.05607	1.19109	1.43126	0.2592588	1.122998	0.00110254	0.000333141	0.00717465	0.00664049	0.0203378	0.00400753	0.00379769	0.0520366	0.000158469	0.0145867	0.00806944	0.00173219	0.00208787	0.00335101	0.00179012	0.00376118	0.00225145	0.0105891	0.00540415	0.0228387	0.00383232	0.0153719	0.0225445	0.0124337	0.000435827	0.00727189	0.0208298	0.0078517	0.0211572	0.00566647	0.103607	0.0213263	0.0199082	0.127029	0.0361008	0.0165208	0.0454824	0.0358292	0.00254976	0.00327985	0.00927476	0.0564327	0.0151764	0.0172459	0.0115903	0.061176	0.0807569	0.0283421	0.0189258	0.935207	0.0647927	0.9352073	2.585245
18936	-969.1884	-1036.646	67.45797	0.093247	0.00168735	0.00858261	0.00146031	0.021261	0.012205	0.00569227	0.0629033	0.000160194	0.018013	0.0291475	0.00196342	0.0140374	0.010627	0.0109409	0.0568954	0.0103223	0.0200648	0.00192163	0.0369245	0.062595	0.0683972	0.0149061	0.012678	0.00585329	0.00693222	0.0476631	0.0188769	0.0112063	0.000871778	0.092823	0.0368892	0.0231566	0.225093	0.055988	0.0430439	0.14889	0.122847	0.00802859	0.0028491	0.0050961	0.0653778	0.0166034	0.00741293	0.0366903	0.07322	0.0762467	0.0746295	0.00540533	0.740265	1.487	0.326462	0.579288	0.843388	1.18569	1.72626	3.06315	0.8094338	0.9334194	0.052142	0.000943538	0.00479924	0.000816576	0.0118888	0.00682479	0.00318301	0.0351743	8.95778e-05	0.0100725	0.0162987	0.00109791	0.00784945	0.0059424	0.00611794	0.0318149	0.00577205	0.0112198	0.00107454	0.0206475	0.035002	0.0382464	0.00833523	0.00708931	0.00327305	0.00387637	0.0266523	0.0105556	0.00626634	0.000487482	0.0519049	0.0206278	0.0129487	0.125868	0.0313075	0.0240694	0.0832568	0.0686939	0.00448944	0.00159316	0.00284965	0.0365581	0.00928433	0.00414518	0.0205165	0.0409433	0.0426358	0.0417314	0.00302256	0.916152	0.083848	0.916152	1.788328
18972	-966.6524	-1034.9	68.24797	0.00672232	0.0127045	0.00597057	0.00185535	0.0166065	0.00420372	0.00334361	0.0270955	0.00636298	0.0216504	0.0124562	0.00208195	0.00140109	0.000443317	0.00315277	0.0253741	0.000559031	0.00633673	0.00557086	0.0233001	0.0011938	0.00196112	0.00373192	0.00345008	0.00240239	0.00887157	0.0220161	0.0147827	0.0424172	0.00889285	0.0145625	0.0181899	0.0788593	0.00189474	0.0461763	0.0235819	0.00329838	0.0107118	0.0338412	0.00593849	0.000236496	0.0091118	0.0169191	0.00702301	0.0343506	0.00817178	0.00156966	0.00705092	0.0102595	0.700831	1.56094	0.14556	0.390673	0.745853	1.34075	2.55969	6.87003	1.393475	0.8418374	0.0106931	0.0202089	0.00949733	0.00295128	0.0264158	0.00668682	0.00531865	0.0431005	0.0101215	0.034439	0.0198139	0.00331173	0.00222869	0.00070518	0.00501507	0.0403624	0.000889245	0.0100798	0.00886151	0.0370631	0.00189896	0.00311953	0.00593632	0.00548801	0.00382146	0.0141119	0.0350207	0.0235147	0.0674726	0.0141458	0.0231644	0.0289344	0.125441	0.00301394	0.073452	0.0375114	0.00524669	0.0170391	0.0538308	0.00944629	0.000376192	0.014494	0.026913	0.0111714	0.0546411	0.0129988	0.00249684	0.0112158	0.0163197	0.973476	0.0265237	0.9734763	0.6286585
19008	-951.7834	-1018.872	67.0886	0.0126655	0.00932046	0.00289924	0.0161584	0.0430306	0.00427196	0.0057886	0.115211	0.000437591	0.0641421	0.0728762	0.00200372	0.00266323	0.0175025	0.00763073	0.0492866	0.010691	0.00389124	0.000803129	0.0421328	0.0588517	0.0130238	0.0264464	0.00714092	2.3753e-05	0.00361204	0.0248852	0.0124088	0.0720932	0.00374309	0.0677775	0.0361836	0.0223357	0.0879608	0.0529874	0.0817297	0.0957912	0.108262	0.0721537	0.002285	0.00921533	0.0950895	0.0388618	0.0187715	0.0447267	0.0960794	0.127733	0.173062	0.00321383	0.872921	1.23827	0.436096	0.66715	0.881375	1.13459	1.49891	2.29307	0.6000692	1.32178	0.00652907	0.00480472	0.00149457	0.0083297	0.0221824	0.00220221	0.00298404	0.0593917	0.000225579	0.0330654	0.0375678	0.00103292	0.0013729	0.0090226	0.00393366	0.0254074	0.00551122	0.00200595	0.000414015	0.0217196	0.0303382	0.00671381	0.0136332	0.00368116	1.22447e-05	0.00186202	0.0128284	0.00639678	0.0371642	0.00192957	0.0349395	0.0186527	0.0115141	0.045344	0.0273151	0.0421318	0.0493806	0.0558093	0.0371954	0.00117793	0.00475053	0.0490189	0.0200334	0.00967678	0.0230567	0.0495292	0.0658465	0.0892138	0.00165674	0.971013	0.0289872	0.9710128	1.939855
19044	-956.9922	-1024.002	67.01016	0.0413376	0.00952761	0.0248134	0.0148463	0.0185098	0.0104321	0.00625367	0.132667	0.00612354	0.0322179	0.0521218	0.00198271	0.00466434	0.00134046	0.00906103	0.0868581	0.00385327	0.0458121	0.000405553	0.0733403	0.00668432	0.0303168	0.0345598	0.00805901	0.00123778	0.00685118	0.0190728	0.00600776	0.0724548	0.00331401	0.0291822	0.0596597	0.0358336	0.0702079	0.0713314	0.0840652	0.0969435	0.0780146	0.0410502	0.0134874	0.0563812	0.0725489	0.037432	0.010443	0.0558884	0.115884	0.161157	0.32234	0.00311703	0.791934	1.39012	0.475432	0.695849	0.893033	1.11978	1.43709	2.10335	0.5376248	1.068162	0.0189648	0.00437108	0.0113839	0.00681116	0.00849192	0.00478605	0.00286906	0.0608651	0.00280936	0.0147809	0.0239124	0.000909626	0.0021399	0.000614976	0.00415702	0.0398487	0.0017678	0.0210177	0.00018606	0.0336471	0.00306663	0.0139087	0.0158553	0.00369731	0.00056787	0.00314318	0.00875022	0.00275624	0.0332408	0.0015204	0.0133882	0.0273707	0.0164398	0.03221	0.0327254	0.0385674	0.0444757	0.0357916	0.018833	0.00618776	0.0258666	0.033284	0.017173	0.00479104	0.0256405	0.0531655	0.0739354	0.147883	0.00143003	0.972721	0.0272795	0.9727205	2.179694
19080	-961.3524	-1028.692	67.33965	0.00408258	0.00676775	0.0235693	0.0392111	0.027016	0.00902808	0.00699821	0.0500692	0.00232058	0.015621	0.0417667	0.000320002	0.00305147	0.0028471	0.00354845	0.01623	0.0315162	0.00156967	0.000121206	0.0135521	0.033373	0.00382317	0.0233844	0.00209924	0.0148886	0.0144821	0.0266079	0.0179151	0.0581315	0.00351966	0.033748	0.0225628	0.0481278	0.0961422	0.0727141	0.0580251	0.0738559	0.115664	0.00847957	0.00780021	0.106287	0.0499158	0.0392421	0.133122	0.0392775	0.0649103	0.118197	0.15666	0.007358	0.79947	1.37599	0.317933	0.571857	0.839998	1.19048	1.74869	3.14532	0.8285758	1.0894	0.00233354	0.00386835	0.0134719	0.0224125	0.015442	0.00516032	0.00400007	0.0286188	0.00132641	0.00892873	0.0238733	0.000182909	0.00174418	0.00162736	0.00202824	0.00927686	0.0180142	0.000897202	6.92794e-05	0.00774617	0.0190755	0.00218527	0.0133662	0.0011999	0.00851011	0.00827778	0.0152087	0.01024	0.0332271	0.00201179	0.0192899	0.0128966	0.0275092	0.0549535	0.0415623	0.0331663	0.042215	0.0661118	0.0048468	0.00445849	0.0607519	0.0285311	0.0224302	0.0760904	0.0224505	0.0371018	0.0675594	0.0895444	0.00420573	0.977771	0.0222293	0.9777707	1.749519
19116	-967.0059	-1034.202	67.19579	0.00690894	0.00383333	0.0143872	0.0139306	0.0249746	0.00128593	0.00734652	0.0410787	0.00687859	0.0245316	0.0429819	0.00114185	0.00771861	0.00837385	0.00719088	0.00721024	0.00758709	0.00706881	0.0177557	0.0195209	0.0338772	0.00337706	0.0165331	0.0118692	0.0169142	0.00843937	0.0340838	0.0162981	0.0940446	0.00706911	0.0247622	0.0542508	0.033734	0.0788787	0.0568529	0.0553075	0.0246424	0.0494875	0.0340382	0.00176764	0.0542326	0.0421756	0.0126315	0.0645817	0.02871	0.14921	0.102508	0.275511	0.00781422	0.955933	1.08262	0.411443	0.648482	0.873606	1.14468	1.54206	2.43047	0.6421464	1.655583	0.00414875	0.00230188	0.00863934	0.0083652	0.014997	0.000772186	0.00441151	0.0246673	0.00413052	0.0147309	0.0258102	0.000685671	0.00463495	0.00502841	0.00431805	0.00432967	0.00455597	0.00424475	0.0106621	0.0117221	0.0203429	0.00202789	0.00992793	0.00712735	0.0101568	0.00506775	0.020467	0.00978682	0.0564728	0.00424493	0.0148694	0.032577	0.0202569	0.0473658	0.0341396	0.0332116	0.0147975	0.0297167	0.0204396	0.00106145	0.0325661	0.025326	0.00758511	0.0387806	0.01724	0.0895989	0.0615551	0.165441	0.00469236	0.969628	0.0303719	0.9696281	1.665308
