Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-957.6409	-1025.662	68.02133	1.073562	0.7731654	0.916516	0.0834838	1.308867
6	-961.1969	-1029.076	67.8787	0.9600569	1.007158	0.911038	0.0889619	1.308867
12	-956.0594	-1023.613	67.55409	0.6490609	0.9333119	0.918219	0.0817813	1.832789
18	-964.2302	-1031.791	67.56039	0.4722805	0.9731037	0.989403	0.0105968	1.920878
24	-951.57	-1018.512	66.94148	0.3849212	0.9440381	0.985748	0.014252	2.400447
30	-962.8643	-1029.621	66.75648	0.5450808	1.3556	0.916824	0.0831759	2.177677
36	-956.0429	-1022.984	66.94127	0.4078362	1.110968	0.958939	0.0410608	2.281873
42	-971.8389	-1039.215	67.37639	1.060908	1.317029	0.989331	0.0106689	1.406828
48	-973.2649	-1041.232	67.96675	0.8472111	1.06699	0.975211	0.0247895	1.281643
54	-954.0118	-1021.374	67.3624	0.5727607	0.8787253	0.926813	0.073187	2.052873
60	-953.7505	-1020.823	67.07302	0.6696287	1.336963	0.929157	0.0708428	1.895066
66	-953.471	-1020.53	67.05932	0.4875223	1.124648	0.943693	0.056307	2.146028
72	-951.2554	-1018.347	67.09141	0.6226558	0.9528288	0.931718	0.0682822	2.146028
78	-958.5024	-1026.221	67.71892	0.7272912	0.974503	0.989421	0.0105787	1.631865
84	-964.5008	-1032.076	67.5749	0.8363825	1.009217	0.939778	0.0602224	1.631865
90	-963.5939	-1030.965	67.37129	0.6670839	1.009217	0.944831	0.0551694	1.892369
96	-962.9769	-1029.707	66.72982	0.5670734	1.190017	0.965403	0.0345966	2.269748
102	-967.917	-1034.555	66.63813	0.879041	0.9581427	0.920295	0.0797047	2.269748
108	-960.7311	-1027.74	67.00918	0.8050002	1.043718	0.936176	0.0638237	2.020247
114	-960.186	-1027.822	67.63549	0.8050002	0.8746359	0.940437	0.0595632	1.711539
120	-962.9048	-1030.579	67.67419	1.086278	0.5264188	0.95946	0.0405402	1.808288
126	-958.5811	-1026.107	67.52551	0.8684717	0.8361841	0.953772	0.046228	1.774442
132	-957.2645	-1024.857	67.59213	0.7207023	0.9094796	0.967713	0.0322866	1.774442
138	-962.3213	-1029.977	67.65531	0.7678569	0.688819	0.967713	0.0322866	1.878624
144	-968.024	-1035.763	67.73886	0.7790439	0.5948772	0.934814	0.0651864	1.902781
150	-961.2937	-1029.303	68.00917	0.8810404	0.7332285	0.934814	0.0651864	1.505985
156	-965.2808	-1033.42	68.1395	0.7252851	0.7332285	0.974408	0.0255916	1.524956
162	-957.2444	-1024.695	67.45022	0.9186023	1.067978	0.95723	0.0427699	1.621276
